N,P,K,ph,temperature,humidity,rainfall,crop
122,61,71,6.69,24.11,79.06,231.58,Rice
96,49,55,6.33,26.3,57.56,135.72,Maize
69,41,59,7.33,19.04,44.03,78.14,Barley
59,56,57,5.9,29.58,59.12,83.38,Groundnut
161,89,93,7.29,26.76,72.4,264.01,Sugarcane
167,71,78,6.48,28.57,76.87,259.1,Sugarcane
102,51,44,6.13,27.24,59.46,142.08,Maize
142,73,87,7.63,30.08,73.93,231.29,Sugarcane
163,83,88,6.99,27.87,75.26,230.48,Sugarcane
113,70,66,7.01,34.15,54.47,122.07,Cotton
170,74,80,7.0,31.04,73.97,177.37,Sugarcane
117,50,75,6.17,29.99,90.3,208.89,Rice
100,43,47,6.09,27.48,59.08,143.85,Maize
131,75,76,6.68,28.69,57.06,133.82,Cotton
69,44,44,6.59,17.2,49.11,75.07,Barley
118,63,47,6.06,24.42,85.71,254.65,Rice
90,53,47,6.54,23.06,67.06,82.87,Wheat
70,54,64,6.32,22.53,65.91,72.85,Groundnut
118,69,68,6.89,30.02,53.44,112.74,Cotton
127,68,74,6.67,28.47,51.08,134.64,Cotton
124,53,62,6.18,25.31,81.81,212.49,Rice
120,56,84,7.06,30.43,59.84,74.27,Cotton
172,88,92,7.28,27.13,74.61,256.85,Sugarcane
58,36,47,7.05,14.0,59.66,51.68,Barley
167,82,87,7.34,29.06,70.73,281.73,Sugarcane
120,69,71,6.68,25.28,60.95,94.94,Cotton
176,80,99,6.98,25.72,77.64,257.23,Sugarcane
153,89,89,6.69,31.43,70.99,242.46,Sugarcane
125,88,77,6.91,33.1,48.22,134.63,Cotton
147,72,64,6.89,30.32,59.54,124.88,Cotton
70,54,49,6.02,26.79,58.04,98.59,Groundnut
160,83,91,7.29,26.04,81.39,240.32,Sugarcane
90,56,49,6.04,25.5,72.68,110.83,Maize
146,85,90,6.67,32.06,70.52,246.93,Sugarcane
97,49,55,6.41,29.4,60.61,105.37,Maize
113,43,58,6.68,14.74,55.51,92.98,Wheat
126,54,57,6.4,28.45,85.49,228.72,Rice
92,58,62,6.04,15.5,53.48,89.21,Wheat
62,33,42,6.18,31.08,65.18,99.12,Groundnut
141,73,68,6.84,33.3,58.94,134.39,Cotton
78,45,53,6.81,17.75,64.69,94.62,Wheat
134,75,56,6.98,29.62,61.98,108.1,Cotton
134,79,70,6.79,27.9,56.53,134.16,Cotton
113,52,45,6.15,20.49,62.71,132.32,Maize
92,54,36,6.73,19.84,68.35,114.14,Maize
116,70,59,6.13,29.68,82.98,195.51,Rice
84,45,53,6.32,13.67,55.1,79.55,Wheat
120,69,68,6.37,30.04,67.2,114.88,Cotton
60,39,47,7.09,12.51,40.56,99.51,Barley
104,60,60,6.42,26.76,61.75,173.5,Maize
101,50,62,6.64,16.7,59.08,47.54,Wheat
87,58,52,7.28,21.59,52.72,44.1,Wheat
170,87,101,7.28,30.62,72.05,233.52,Sugarcane
124,61,74,6.83,34.0,59.65,92.86,Cotton
101,50,59,6.44,22.43,70.18,147.07,Maize
60,42,48,6.93,18.64,49.02,72.47,Barley
165,75,79,6.95,31.63,71.76,292.59,Sugarcane
129,80,60,6.97,31.17,58.86,140.79,Cotton
80,34,37,7.55,19.11,47.01,71.58,Barley
142,73,106,7.36,26.78,76.13,230.09,Sugarcane
99,55,33,7.2,18.28,56.96,62.7,Wheat
94,51,51,7.06,18.15,57.4,94.32,Wheat
171,74,87,7.05,31.25,80.45,287.4,Sugarcane
120,60,74,6.74,30.96,50.36,129.26,Cotton
109,57,74,6.59,26.29,87.86,247.99,Rice
72,49,48,6.87,16.52,46.92,46.43,Barley
182,81,104,7.23,30.72,74.16,255.98,Sugarcane
86,48,48,6.21,25.22,58.16,114.37,Groundnut
103,52,59,6.62,23.02,60.32,139.44,Maize
122,64,66,6.25,28.85,89.81,243.31,Rice
101,62,57,7.18,16.97,51.82,64.43,Wheat
133,57,39,6.29,27.81,79.95,209.7,Rice
133,59,78,6.81,27.79,49.49,90.43,Cotton
127,60,58,6.14,28.22,88.69,197.13,Rice
100,55,46,6.46,24.95,70.36,147.59,Maize
124,70,59,5.97,30.53,88.77,181.16,Rice
119,68,58,6.62,29.05,86.71,214.57,Rice
116,54,57,6.51,24.79,65.18,100.76,Maize
51,44,47,7.13,16.21,45.92,32.26,Barley
70,43,53,6.36,28.51,67.58,95.4,Groundnut
99,46,33,6.37,16.32,43.19,107.37,Barley
71,48,38,6.29,19.06,51.26,71.51,Barley
155,71,93,7.47,28.5,84.33,257.53,Sugarcane
92,45,58,6.74,15.64,56.13,119.27,Wheat
95,56,44,6.89,17.45,49.53,94.34,Wheat
127,74,66,7.18,32.27,64.8,140.5,Cotton
151,72,84,6.8,27.31,68.21,207.41,Sugarcane
113,63,74,6.34,30.16,78.53,200.87,Rice
60,56,52,6.45,25.78,55.73,79.32,Groundnut
134,73,67,6.43,25.58,80.85,230.45,Rice
133,56,78,7.42,31.81,60.7,139.58,Cotton
116,79,56,7.44,28.58,60.95,77.42,Cotton
94,53,54,6.84,30.03,67.37,164.66,Maize
80,61,32,6.97,12.68,46.2,74.18,Barley
48,31,45,6.5,18.92,47.86,97.16,Barley
87,50,57,6.63,22.19,60.31,154.49,Maize
68,50,53,6.57,16.12,51.7,90.42,Barley
90,52,47,6.71,14.87,55.42,64.22,Wheat
126,49,69,6.48,26.89,85.72,184.48,Rice
86,53,48,6.73,14.4,44.59,96.36,Wheat
63,55,48,6.42,14.43,48.1,53.31,Barley
52,40,62,6.1,29.43,62.94,96.41,Groundnut
73,43,56,6.87,21.91,65.37,132.49,Maize
137,65,69,6.79,31.27,66.32,82.97,Cotton
84,50,57,6.37,26.88,63.84,148.61,Maize
87,51,61,5.88,28.37,63.2,135.53,Maize
92,62,54,6.97,23.06,61.25,123.05,Maize
171,80,95,6.79,33.33,66.0,271.41,Sugarcane
80,52,47,6.4,28.34,59.73,103.07,Groundnut
103,58,73,6.41,28.69,78.7,207.67,Rice
108,38,44,6.4,26.07,64.71,157.79,Maize
118,66,56,5.92,33.25,91.91,194.15,Rice
124,76,58,6.58,27.68,94.71,185.06,Rice
51,48,59,6.81,16.51,46.88,51.39,Barley
71,66,57,6.65,18.3,47.23,60.18,Barley
88,61,50,5.58,33.39,62.15,128.47,Maize
80,45,61,6.62,26.61,51.87,52.67,Groundnut
93,51,45,6.09,26.75,60.59,101.18,Groundnut
82,62,65,7.03,20.35,52.1,118.95,Wheat
118,52,48,6.68,33.73,78.01,231.26,Rice
134,66,67,7.16,33.3,58.41,87.67,Cotton
160,79,80,6.87,27.29,73.24,251.99,Sugarcane
167,85,75,7.44,31.26,79.02,286.6,Sugarcane
61,63,59,6.6,26.42,68.25,105.15,Groundnut
105,44,50,6.57,20.53,52.31,78.05,Wheat
127,69,68,7.28,28.87,56.23,86.17,Cotton
168,87,101,6.85,28.82,83.68,210.83,Sugarcane
86,45,57,6.77,17.0,49.69,65.54,Barley
91,53,53,6.57,14.63,67.52,70.32,Wheat
118,75,77,6.56,31.03,60.13,131.56,Cotton
159,64,85,6.59,36.9,73.22,245.78,Sugarcane
78,49,32,6.9,19.36,63.38,76.12,Wheat
92,40,44,6.76,25.57,62.47,139.89,Maize
76,60,54,6.31,20.29,59.61,82.49,Wheat
105,69,54,6.18,24.85,58.48,147.44,Maize
123,67,74,6.74,36.98,63.12,113.96,Cotton
83,33,53,6.87,18.1,51.79,79.31,Wheat
164,83,76,6.72,26.6,75.29,244.37,Sugarcane
72,45,74,6.51,21.44,52.07,90.18,Wheat
70,43,45,6.28,24.06,60.24,67.6,Groundnut
135,75,73,6.45,32.69,56.95,90.74,Cotton
132,47,69,7.07,24.04,88.86,220.02,Rice
133,68,72,7.06,34.27,62.03,90.41,Cotton
126,58,71,7.28,30.25,63.18,98.36,Cotton
139,72,68,7.11,34.53,61.35,117.75,Cotton
96,56,53,5.93,24.26,68.44,168.75,Maize
118,53,64,6.13,28.08,84.95,241.72,Rice
112,52,70,6.44,28.49,74.66,142.79,Maize
104,47,51,7.02,19.66,51.93,81.93,Wheat
79,47,50,6.16,26.71,59.76,66.6,Groundnut
71,60,48,6.39,14.31,45.71,67.29,Barley
173,76,89,7.37,32.95,62.64,267.79,Sugarcane
125,55,72,6.17,31.43,85.92,225.04,Rice
166,86,97,7.03,30.26,77.89,234.11,Sugarcane
99,51,48,6.8,24.13,63.08,148.59,Maize
124,57,58,6.62,22.27,91.59,221.45,Rice
136,52,64,6.37,31.77,87.03,215.3,Rice
163,71,90,6.94,31.52,81.87,239.11,Sugarcane
54,36,36,6.99,15.45,46.26,49.92,Barley
101,49,45,7.2,16.04,58.15,78.83,Wheat
100,56,57,6.84,22.7,67.85,155.1,Maize
81,43,52,6.16,32.26,63.11,96.13,Groundnut
131,73,61,7.12,34.29,58.38,67.32,Cotton
105,69,59,6.41,29.2,81.06,229.13,Rice
63,42,56,7.09,18.25,51.05,59.68,Barley
88,58,58,6.94,26.03,56.21,135.24,Maize
66,52,50,6.54,23.4,68.62,126.91,Groundnut
72,52,47,6.74,22.53,63.91,119.64,Groundnut
139,70,74,6.92,28.83,60.59,132.55,Cotton
121,57,65,6.22,27.83,90.92,226.84,Rice
71,39,41,6.95,15.37,42.4,54.03,Barley
95,58,62,6.89,15.7,46.51,100.83,Wheat
144,78,75,6.93,36.98,66.29,140.96,Cotton
53,33,53,6.83,15.1,58.68,81.87,Barley
137,70,80,6.34,32.75,61.55,116.44,Cotton
146,97,85,6.75,32.15,70.27,242.15,Sugarcane
63,38,53,6.4,29.94,58.69,117.18,Groundnut
104,47,48,6.2,27.8,61.3,145.1,Maize
72,49,53,6.3,29.51,56.18,115.13,Groundnut
95,60,41,6.36,29.26,62.77,97.69,Maize
61,49,41,6.78,18.09,45.5,55.9,Barley
128,60,65,6.27,31.22,86.48,206.41,Rice
62,45,41,6.43,20.45,41.09,74.66,Barley
62,45,35,7.06,17.84,49.57,45.62,Barley
164,84,99,7.31,30.61,73.41,243.43,Sugarcane
168,69,92,7.37,31.53,74.6,302.2,Sugarcane
99,58,61,6.81,21.17,64.71,180.22,Maize
101,55,54,6.13,22.79,58.11,151.08,Maize
74,53,50,6.4,27.91,66.81,74.52,Groundnut
108,49,59,6.99,23.71,66.21,148.1,Maize
103,36,56,6.42,23.66,47.28,103.05,Wheat
84,54,39,6.11,31.72,60.14,71.08,Groundnut
63,56,42,6.87,13.88,42.13,77.16,Barley
169,79,88,7.04,29.45,83.34,259.29,Sugarcane
105,62,54,6.73,20.7,70.19,123.6,Maize
152,88,85,7.49,31.74,82.32,230.47,Sugarcane
59,47,43,6.8,18.09,43.73,63.61,Barley
64,58,52,6.03,29.81,63.01,117.91,Groundnut
81,49,45,5.87,25.07,60.05,80.73,Groundnut
130,67,65,6.95,27.75,88.24,208.31,Rice
131,62,70,6.49,24.53,78.33,188.97,Rice
134,72,75,7.01,29.11,58.91,143.29,Cotton
109,54,56,6.04,25.79,54.94,129.68,Maize
134,68,71,6.68,34.08,57.33,142.17,Cotton
126,59,70,6.6,25.53,79.8,236.36,Rice
104,44,55,5.91,26.73,87.51,202.19,Rice
119,56,70,6.25,23.76,82.42,232.38,Rice
116,56,61,6.45,28.01,87.18,243.81,Rice
119,69,54,6.39,33.31,81.87,256.25,Rice
74,57,40,6.04,27.65,59.18,92.68,Groundnut
90,46,51,7.02,22.1,56.57,62.19,Wheat
153,62,91,6.74,29.75,73.19,228.52,Sugarcane
148,78,76,6.9,36.53,54.48,125.06,Cotton
57,46,35,6.26,24.52,54.16,99.5,Groundnut
54,51,67,6.38,33.81,57.16,94.94,Groundnut
161,83,80,6.6,27.21,79.4,257.46,Sugarcane
148,93,88,7.37,25.76,73.58,276.05,Sugarcane
90,54,50,6.2,12.76,64.64,80.0,Wheat
58,44,53,6.2,28.4,65.15,96.41,Groundnut
98,47,49,6.97,20.9,56.61,102.11,Wheat
36,49,45,6.31,30.2,54.64,101.41,Groundnut
78,51,57,6.77,14.84,54.46,91.96,Wheat
67,52,45,5.98,27.77,51.08,115.34,Groundnut
127,53,70,6.44,25.98,88.31,237.86,Rice
141,56,59,7.19,30.65,61.14,100.18,Cotton
67,40,42,7.16,20.52,41.75,58.73,Barley
177,85,91,7.2,22.12,72.72,247.13,Sugarcane
82,61,54,6.51,23.04,64.07,161.93,Maize
68,66,41,6.75,14.32,50.88,98.5,Barley
91,67,58,6.42,26.33,69.52,143.72,Maize
119,70,68,6.08,25.98,89.79,165.75,Rice
103,48,54,7.0,16.12,54.01,106.69,Wheat
170,84,104,6.47,27.01,71.5,222.49,Sugarcane
59,45,53,6.37,17.91,42.26,38.09,Barley
49,42,59,5.92,18.79,69.16,105.93,Groundnut
181,74,82,7.71,29.58,79.17,237.59,Sugarcane
146,94,91,7.04,36.26,69.49,280.72,Sugarcane
66,42,26,6.79,17.88,47.22,95.17,Barley
160,84,86,6.89,32.87,77.73,256.32,Sugarcane
63,44,40,6.81,17.77,46.68,72.98,Barley
81,59,43,6.7,17.06,53.23,94.45,Wheat
138,74,85,6.94,31.56,77.94,248.52,Sugarcane
127,59,55,6.0,32.26,87.96,205.87,Rice
142,59,71,6.53,29.5,57.43,140.41,Cotton
114,48,59,6.35,26.69,87.21,204.99,Rice
137,50,63,7.32,32.89,56.21,85.96,Cotton
117,52,62,6.34,24.47,92.35,207.55,Rice
98,41,48,6.89,15.61,50.6,77.3,Wheat
123,62,62,7.01,34.27,64.03,102.43,Cotton
103,47,58,6.42,23.9,68.94,124.46,Maize
98,47,61,6.22,25.94,64.73,135.86,Maize
62,53,56,6.9,17.76,49.6,73.53,Barley
150,87,95,7.54,34.36,75.32,265.06,Sugarcane
46,52,45,6.78,16.56,44.71,77.38,Barley
107,53,65,7.18,23.11,49.63,91.86,Wheat
112,61,65,6.69,24.32,95.98,235.35,Rice
54,34,37,6.22,16.61,46.76,43.39,Barley
77,50,54,6.32,15.24,54.26,62.27,Wheat
47,28,39,6.31,9.23,53.71,54.18,Barley
86,54,50,6.02,21.76,58.67,138.83,Maize
77,47,42,6.48,19.44,45.97,74.22,Barley
92,53,58,6.45,26.59,72.94,132.32,Maize
81,43,47,6.65,17.9,54.59,42.48,Wheat
151,73,97,6.69,26.88,81.37,242.16,Sugarcane
156,81,106,7.02,29.26,75.75,246.34,Sugarcane
118,69,49,6.56,22.99,80.81,195.75,Rice
57,53,49,6.66,21.23,48.49,100.99,Barley
121,73,63,6.96,30.89,58.07,70.25,Cotton
151,86,86,6.59,23.7,74.89,281.22,Sugarcane
159,72,83,7.08,29.93,81.28,268.62,Sugarcane
122,59,67,6.19,33.48,57.22,101.8,Cotton
89,35,53,6.58,25.65,79.34,147.58,Maize
93,54,57,5.92,21.17,69.55,126.73,Maize
103,45,63,6.59,19.32,53.47,73.86,Wheat
123,90,67,6.64,38.07,64.44,124.5,Cotton
72,64,37,5.96,27.69,65.64,106.13,Groundnut
168,82,95,7.32,28.81,72.83,294.54,Sugarcane
147,79,98,7.13,26.48,72.98,273.93,Sugarcane
58,50,45,6.84,13.36,48.79,72.2,Barley
46,40,46,6.52,16.45,43.29,33.1,Barley
73,53,52,6.48,15.23,54.88,86.99,Wheat
69,31,42,6.29,22.72,52.91,119.64,Groundnut
143,65,64,7.29,30.3,61.08,98.16,Cotton
114,45,44,6.11,23.3,70.52,151.21,Maize
103,56,44,6.63,21.8,85.14,178.44,Rice
78,35,58,6.41,17.46,58.76,67.7,Wheat
174,97,84,7.14,28.8,74.09,268.6,Sugarcane
120,71,78,6.82,29.8,61.49,119.11,Cotton
144,83,82,6.85,28.41,74.85,223.44,Sugarcane
146,83,100,7.46,30.28,79.06,241.57,Sugarcane
156,95,86,6.62,32.35,67.88,251.53,Sugarcane
109,57,51,6.82,24.61,72.85,142.22,Maize
67,54,57,6.54,11.24,46.46,86.33,Barley
113,60,45,6.56,27.8,55.63,139.13,Maize
130,72,73,6.92,34.78,60.15,101.81,Cotton
158,83,97,7.11,32.4,76.85,278.39,Sugarcane
91,60,46,6.64,27.45,62.94,146.35,Maize
77,52,46,6.37,27.5,58.74,102.33,Groundnut
100,62,50,6.81,26.18,64.18,155.12,Maize
43,46,47,6.54,15.97,55.38,83.41,Barley
116,70,67,6.51,23.48,84.75,208.2,Rice
96,50,60,6.99,33.98,61.3,103.58,Maize
73,40,30,6.64,14.92,47.28,91.01,Barley
133,66,66,6.11,27.76,83.5,199.89,Rice
105,45,52,6.86,22.42,72.38,118.65,Maize
80,45,57,6.81,12.61,63.74,69.4,Wheat
55,33,49,6.85,19.46,39.28,93.44,Barley
87,52,45,6.45,26.72,60.87,148.51,Maize
89,57,50,6.85,16.83,52.86,78.27,Wheat
133,70,65,7.38,34.26,63.02,134.0,Cotton
134,69,69,7.22,27.74,53.74,125.54,Cotton
78,47,55,6.95,18.79,59.67,72.77,Wheat
141,76,85,6.9,29.65,75.32,259.99,Sugarcane
90,52,57,6.6,16.54,51.66,73.36,Wheat
156,74,70,6.74,30.03,60.25,91.39,Cotton
86,58,46,6.69,22.5,61.56,132.77,Maize
168,68,97,7.12,32.81,83.4,266.02,Sugarcane
127,70,70,7.28,29.13,53.34,122.05,Cotton
111,59,63,6.63,28.43,86.65,221.7,Rice
121,72,73,6.97,30.15,58.99,141.92,Cotton
115,56,49,6.27,30.89,91.5,239.21,Rice
98,69,56,6.74,26.43,59.51,151.0,Maize
122,62,49,6.08,31.16,84.8,233.63,Rice
106,61,57,6.0,27.16,87.53,230.56,Rice
114,46,53,7.23,16.62,48.09,47.77,Wheat
73,54,49,6.55,17.91,53.05,29.5,Barley
76,46,46,6.87,13.41,59.98,101.39,Barley
128,77,73,7.18,30.48,62.17,42.64,Cotton
125,59,65,7.35,31.91,56.17,148.31,Cotton
113,52,74,6.57,25.19,90.53,224.01,Rice
128,69,77,6.9,31.62,65.09,122.01,Cotton
115,61,63,7.01,28.13,61.69,115.29,Cotton
102,55,63,5.71,23.24,67.81,141.01,Maize
91,34,47,5.76,27.94,60.38,78.16,Groundnut
87,57,52,6.33,26.1,60.19,117.29,Maize
68,46,31,6.29,11.53,49.04,53.32,Barley
136,67,76,6.64,28.83,58.8,126.58,Cotton
74,57,29,6.3,21.04,64.91,119.99,Groundnut
134,80,67,7.37,35.36,57.77,148.48,Cotton
136,69,64,6.73,37.47,60.89,136.6,Cotton
159,78,94,7.19,30.76,84.98,254.95,Sugarcane
89,56,57,6.94,16.82,59.48,66.61,Wheat
121,45,53,6.2,25.61,85.96,216.79,Rice
62,49,32,6.19,14.51,52.23,68.27,Barley
114,58,56,6.84,28.98,86.5,232.44,Rice
83,54,60,6.65,19.6,49.85,128.92,Wheat
106,64,62,6.66,21.32,62.56,156.39,Maize
95,50,52,6.36,18.47,55.36,61.92,Wheat
73,40,52,6.38,21.98,63.17,80.85,Barley
77,35,41,6.37,13.07,54.26,69.71,Barley
128,71,68,6.59,32.89,52.17,112.75,Cotton
127,70,65,6.7,32.47,58.85,144.49,Cotton
147,83,90,7.54,25.63,81.08,230.43,Sugarcane
131,68,80,6.46,33.28,58.78,140.58,Cotton
115,70,57,7.14,34.42,55.6,112.91,Cotton
131,77,79,6.78,27.78,59.06,105.61,Cotton
55,38,56,5.9,17.45,42.34,70.51,Barley
99,53,35,6.7,24.91,56.87,87.36,Wheat
142,56,84,7.32,30.11,54.41,131.06,Cotton
170,77,105,7.05,25.14,75.39,265.29,Sugarcane
145,76,97,7.36,31.02,74.3,297.43,Sugarcane
75,63,45,6.96,13.64,54.05,85.83,Wheat
74,41,48,6.42,30.41,57.07,88.04,Groundnut
69,57,47,6.69,27.53,57.01,93.34,Groundnut
82,53,56,6.38,30.54,61.82,88.96,Groundnut
119,68,61,6.46,24.73,86.17,240.71,Rice
128,77,61,6.83,32.85,55.73,69.93,Cotton
116,59,63,6.73,27.0,92.6,177.28,Rice
145,73,78,7.02,33.14,63.76,98.67,Cotton
155,77,95,6.77,27.55,66.97,250.68,Sugarcane
53,42,45,6.52,12.4,47.21,76.81,Barley
137,69,54,6.86,35.13,54.07,124.94,Cotton
131,69,65,6.06,32.9,79.27,226.05,Rice
130,57,53,6.09,22.1,95.28,197.94,Rice
166,78,84,7.4,33.41,75.64,259.01,Sugarcane
135,67,62,7.32,30.23,55.86,108.42,Cotton
120,50,58,6.54,27.06,67.15,157.63,Maize
92,63,44,6.37,13.07,51.17,82.79,Barley
80,53,45,6.85,19.23,52.07,55.92,Wheat
115,64,61,6.35,27.96,80.11,190.06,Rice
66,62,58,5.63,24.04,59.57,125.13,Groundnut
71,37,53,6.12,27.18,61.2,124.31,Groundnut
51,69,56,7.1,12.17,41.9,75.5,Barley
43,38,51,6.73,17.54,40.42,53.18,Barley
141,84,84,7.02,29.34,74.92,252.92,Sugarcane
167,87,100,6.87,30.54,78.47,264.73,Sugarcane
132,65,75,6.91,30.66,63.45,123.02,Cotton
88,59,54,6.33,25.69,70.4,116.15,Maize
94,63,53,6.91,32.64,70.14,141.89,Maize
66,51,60,6.71,20.6,50.62,59.31,Barley
129,75,83,6.62,30.42,59.52,90.51,Cotton
139,80,57,6.69,33.73,60.74,115.87,Cotton
148,76,79,7.04,32.22,62.05,114.52,Cotton
101,31,45,7.03,30.34,67.44,146.15,Maize
65,46,44,6.99,16.13,48.9,73.04,Barley
135,80,73,7.3,32.69,67.56,134.13,Cotton
108,51,54,6.12,26.36,83.93,236.74,Rice
173,74,112,7.51,30.59,82.5,237.17,Sugarcane
56,51,48,5.98,30.86,60.73,98.92,Groundnut
80,66,46,6.45,17.72,59.54,80.35,Wheat
104,54,53,6.66,28.37,65.31,162.4,Maize
92,64,49,7.2,20.62,58.68,39.77,Wheat
57,30,36,6.39,15.79,51.8,42.93,Barley
125,75,74,6.76,29.36,51.34,121.06,Cotton
77,53,61,6.63,19.89,47.38,83.61,Wheat
74,39,53,6.75,18.27,44.95,78.46,Barley
99,59,54,6.49,17.58,46.74,88.3,Wheat
159,71,96,7.17,32.44,77.44,215.73,Sugarcane
75,42,50,6.53,30.06,56.8,120.04,Groundnut
71,43,44,6.74,19.28,55.18,41.31,Barley
104,54,65,6.34,26.61,85.22,185.09,Rice
46,47,48,6.31,17.16,51.37,70.34,Groundnut
92,52,47,6.73,15.12,59.23,45.17,Wheat
124,71,67,7.05,25.7,89.36,223.67,Rice
92,51,61,6.05,29.32,63.59,123.63,Maize
51,49,44,6.01,24.73,62.9,69.93,Groundnut
92,56,45,6.61,22.98,59.92,95.81,Wheat
82,53,57,5.89,26.12,62.1,133.05,Groundnut
70,54,40,6.22,25.26,70.16,92.3,Groundnut
82,57,59,6.5,16.53,52.34,132.65,Wheat
74,45,35,6.52,17.77,48.49,84.2,Barley
75,51,59,6.52,27.24,63.72,116.72,Groundnut
102,52,63,6.91,27.71,86.64,239.05,Rice
169,74,99,6.45,29.73,68.92,243.43,Sugarcane
163,54,104,7.04,30.55,85.5,235.17,Sugarcane
112,66,61,6.4,30.64,87.4,248.93,Rice
64,45,48,5.65,30.36,60.88,83.77,Groundnut
165,74,97,7.3,27.81,76.96,276.58,Sugarcane
160,88,76,6.97,27.53,71.11,233.54,Sugarcane
100,40,53,6.39,25.94,70.18,181.05,Maize
140,73,66,6.96,29.5,70.34,107.98,Cotton
77,47,72,6.54,27.09,56.63,81.79,Groundnut
118,56,47,6.55,26.4,79.15,162.55,Rice
62,48,44,5.98,24.36,56.7,79.17,Groundnut
102,54,58,6.6,28.57,93.04,199.29,Rice
92,39,64,6.53,22.59,72.28,125.97,Maize
145,79,58,6.87,36.36,58.92,104.62,Cotton
85,54,59,6.87,17.92,59.15,62.88,Wheat
87,69,49,6.78,28.53,58.7,119.95,Maize
114,65,64,6.39,28.35,91.39,208.17,Rice
158,93,92,7.39,22.94,78.18,259.66,Sugarcane
98,42,49,7.11,21.47,63.74,139.67,Maize
109,59,55,6.55,26.04,62.84,139.95,Maize
67,35,36,6.22,19.97,42.7,70.68,Barley
91,34,49,6.87,17.74,52.18,61.07,Wheat
136,75,82,6.93,32.71,58.75,105.96,Cotton
64,34,40,7.0,13.89,57.44,90.59,Barley
88,50,58,6.43,24.53,72.1,170.27,Maize
89,43,71,6.75,21.88,47.15,69.4,Wheat
74,46,42,5.77,14.05,55.5,64.53,Barley
104,57,58,6.6,20.41,64.84,66.23,Wheat
120,73,77,7.22,26.6,60.59,111.02,Cotton
163,80,85,7.3,29.39,76.5,266.84,Sugarcane
77,58,40,6.25,23.61,48.03,83.68,Wheat
119,61,67,6.56,27.43,84.01,230.2,Rice
52,22,48,7.12,16.56,40.1,84.92,Barley
150,79,78,7.05,25.07,83.74,253.21,Sugarcane
120,60,61,6.68,31.06,82.03,207.68,Rice
139,75,66,6.35,26.98,50.8,108.18,Cotton
82,48,40,6.28,17.08,58.47,105.64,Wheat
101,51,59,6.28,24.19,73.31,164.62,Maize
99,44,49,5.54,24.52,65.19,137.28,Maize
73,52,56,6.35,23.71,51.77,99.41,Groundnut
107,53,43,6.73,17.13,57.63,100.84,Wheat
155,95,100,7.41,27.83,80.16,256.81,Sugarcane
125,77,69,6.92,33.48,58.51,143.55,Cotton
102,55,51,6.49,25.28,77.94,249.31,Rice
75,60,57,6.33,16.83,52.1,94.96,Wheat
86,63,62,6.46,28.14,57.71,115.39,Groundnut
86,46,49,6.7,13.78,52.27,78.05,Wheat
83,56,44,7.02,15.01,47.65,58.11,Barley
133,75,77,7.44,30.6,67.3,112.34,Cotton
143,58,59,6.7,33.11,76.81,184.27,Rice
61,37,49,7.25,26.69,57.9,104.34,Groundnut
83,44,32,6.43,27.13,60.72,77.98,Groundnut
70,31,44,6.86,18.85,52.14,79.77,Barley
164,68,107,7.12,31.76,70.32,227.28,Sugarcane
105,39,46,6.45,26.44,69.31,140.86,Maize
59,60,57,6.99,18.06,51.99,74.1,Barley
114,47,66,5.99,26.69,83.71,218.61,Rice
114,39,50,6.51,23.36,60.89,149.5,Maize
101,44,48,7.29,17.41,48.66,66.61,Wheat
126,77,77,6.46,35.98,71.88,102.89,Cotton
114,61,64,7.37,29.51,59.72,89.19,Cotton
94,61,33,7.04,13.38,61.14,67.26,Wheat
176,83,83,6.74,32.9,79.49,239.87,Sugarcane
166,90,76,7.21,26.49,72.68,250.02,Sugarcane
163,73,80,7.45,32.53,74.97,258.76,Sugarcane
68,34,58,6.36,21.76,65.13,113.58,Groundnut
116,69,66,6.61,28.81,60.78,128.06,Cotton
60,53,47,6.27,27.79,62.28,102.32,Groundnut
88,45,44,6.7,13.23,48.93,44.79,Barley
122,65,57,6.6,25.87,74.43,211.52,Rice
93,53,30,6.73,17.89,61.41,80.95,Wheat
163,71,104,6.54,30.16,75.98,215.06,Sugarcane
153,86,110,7.04,29.49,77.8,244.31,Sugarcane
120,52,67,7.12,36.47,60.95,137.46,Cotton
53,51,55,6.66,18.95,57.63,72.63,Barley
80,43,54,6.76,14.75,59.89,77.81,Barley
163,82,81,7.33,27.19,72.23,252.51,Sugarcane
135,71,66,6.82,30.32,53.37,80.75,Cotton
133,76,60,7.05,36.04,55.71,95.61,Cotton
108,56,55,6.52,28.04,60.71,148.52,Maize
56,29,49,6.56,15.58,48.89,98.62,Barley
99,54,45,7.02,24.54,66.7,145.08,Maize
144,70,85,6.84,32.85,64.46,142.78,Cotton
96,54,46,6.87,22.11,57.59,88.89,Groundnut
70,47,70,6.45,27.63,59.09,82.07,Groundnut
61,51,50,5.74,25.38,64.71,109.73,Groundnut
103,61,52,6.4,19.62,62.77,107.4,Wheat
60,55,46,6.68,13.44,51.98,60.48,Barley
156,71,96,7.41,35.04,77.17,243.22,Sugarcane
131,64,57,6.96,30.93,55.27,136.09,Cotton
81,41,42,6.71,14.8,49.11,90.57,Barley
123,57,53,6.18,27.36,66.99,205.97,Rice
60,55,44,6.74,17.23,56.97,71.67,Barley
47,28,42,7.04,16.47,47.87,48.48,Barley
